Denumire,CUI,CAEN,Adresa,SF_AN,Active imobilizate,Active circulante,Stocuri,Creante,Casa si conturi la banci,Cheltuieli in avans,Datorii,Venituri in avans,Provizioane,Capitaluri,Capital subscris varsat,Patrimoniul regiei,Cifra de afaceri neta,Venituri totale,Cheltuieli totale,Profit brut,Pierdere bruta,Profit net,Pierdere neta,Numar mediu de salariati
AZIZI SRL,14333625,4711,"Municipiul Oradea, Str. DOROBANTILOR, Nr. 9, Județ Bihor",2017,,129813,,1376,128437,,4377,,,125436,200,,0,0,9195,0,9195,0,9195,1
AZIZI SRL,14333625,4711,"Municipiul Oradea, Str. DOROBANTILOR, Nr. 9, Județ Bihor",2016,,149106,,795,148311,,14475,,,134631,200,,119405,119405,125094,0,5689,0,9271,1
DEDIDA INTERNATIONAL SRL,19078523,4711,"Municipiul Oradea, Str. FAGURELUI, Nr. 9, Bloc D13, Apartament 8, Județ Bihor",2018,4573,3793,0,1815,1978,3428,171392,0,0,-159598,500,0,8485,8485,48181,0,39696,0,39951,0
DEDIDA INTERNATIONAL SRL,19078523,4711,"Municipiul Oradea, Str. FAGURELUI, Nr. 9, Bloc D13, Apartament 8, Județ Bihor",2016,16562,114292,104026,166,10100,,172035,,,-41181,500,,403094,403552,388432,15120,0,7058,0,2
DEDIDA INTERNATIONAL SRL,19078523,4711,"Municipiul Oradea, Str. FAGURELUI, Nr. 9, Bloc D13, Apartament 8, Județ Bihor",2017,4573,46447,39531,1815,5101,4587,175255,0,0,-119648,500,0,278712,278863,337574,0,58711,0,65947,1
DEDIDA INTERNATIONAL SRL,19078523,4711,"Municipiul Oradea, Str. FAGURELUI, Nr. 9, Bloc D13, Apartament 8, Județ Bihor",2019,0,2217,0,241,1976,0,172660,0,0,-170443,500,0,0,0,10844,0,10844,0,10844,0
SAFIRA-IMPEX SRL,2397900,4711,"Municipiul Oradea, B-DUL DACIA, Nr. 60, Bloc U 1, Apartament 14, Județ Bihor",2018,28871,247105,64046,175269,7790,50898,614336,,,-287462,1000,,,0,,0,0,0,0,
SAFIRA-IMPEX SRL,2397900,4711,"Municipiul Oradea, B-DUL DACIA, Nr. 60, Bloc U 1, Apartament 14, Județ Bihor",2017,28871,247106,64047,175269,7790,50898,614337,,,-287462,1000,,,0,,0,0,0,0,
SAFIRA-IMPEX SRL,2397900,4711,"Municipiul Oradea, B-DUL DACIA, Nr. 60, Bloc U 1, Apartament 14, Județ Bihor",2019,28871,247105,64047,175269,7789,50898,614336,,,-287462,1000,,,0,,0,0,0,0,
SAFIRA-IMPEX SRL,2397900,4711,"Municipiul Oradea, B-DUL DACIA, Nr. 60, Bloc U 1, Apartament 14, Județ Bihor",2016,28871,247105,64047,175269,7789,50898,614336,,,-287462,1000,,,0,,0,0,0,0,
BERIO COM SRL,4686786,4711,"Municipiul Oradea, B-dul DACIA, Nr. 68, Bloc AN 39, Apartament 7, Județ Bihor",2016,,9042,5534,9,3499,,507,,,8535,250,,,0,,0,0,0,0,
BERIO COM SRL,4686786,4711,"Municipiul Oradea, B-dul DACIA, Nr. 68, Bloc AN 39, Apartament 7, Județ Bihor",2018,,9041,5533,9,3499,,506,,,8535,250,,,0,,0,0,0,0,
BERIO COM SRL,4686786,4711,"Municipiul Oradea, B-dul DACIA, Nr. 68, Bloc AN 39, Apartament 7, Județ Bihor",2017,,9041,5533,9,3499,,506,,,8535,250,,,0,,0,0,0,0,
BERIO COM SRL,4686786,4711,"Municipiul Oradea, B-dul DACIA, Nr. 68, Bloc AN 39, Apartament 7, Județ Bihor",2019,,9042,5534,9,3499,,507,,,8535,250,,,0,,0,0,0,0,
IOANAROX SRL,14299043,4711,"Municipiul Oradea, P-ta GHIOCEILOR, Nr. 13, Județ Bihor",2016,,,,,,,0,,,0,200,,,0,100,0,100,0,100,
IOANAROX SRL,14299043,4711,"Municipiul Oradea, P-ta GHIOCEILOR, Nr. 13, Județ Bihor",2017,,,,,,,0,,,0,200,,,0,100,0,100,0,100,
IOANAROX SRL,14299043,4711,"Municipiul Oradea, P-ta GHIOCEILOR, Nr. 13, Județ Bihor",2018,,,,,,,0,,,0,200,,,0,200,0,200,0,200,
IOANAROX SRL,14299043,4711,"Municipiul Oradea, P-ta GHIOCEILOR, Nr. 13, Județ Bihor",2019,,,,,,,100,,,-100,200,,,0,100,0,100,0,100,
SERMIL EXIM SRL,9594314,4711,"Municipiul Oradea, STR. AUREL LAZAR, Nr. 4/A, Apartament 7, Județ Bihor",2016,33538,62319,61417,758,144,,209455,,,-113598,200,,,0,,0,0,0,0,
SERMIL EXIM SRL,9594314,4711,"Municipiul Oradea, STR. AUREL LAZAR, Nr. 4/A, Apartament 7, Județ Bihor",2017,33538,62319,61417,758,144,,209455,,,-113598,200,,,0,,0,0,0,0,
FEMAREX IMPEX SRL,5609234,4711,"Municipiul Oradea, STR. BARCAULUI, Nr. 68/A, Județ Bihor",2016,1399,191,,,191,,39780,,,-38190,200,,,0,,0,0,0,0,
FEMAREX IMPEX SRL,5609234,4711,"Municipiul Oradea, STR. BARCAULUI, Nr. 68/A, Județ Bihor",2018,1399,191,,,191,,39780,,,-38190,200,,,0,,0,0,0,0,
FEMAREX IMPEX SRL,5609234,4711,"Municipiul Oradea, STR. BARCAULUI, Nr. 68/A, Județ Bihor",2017,1399,191,,,191,,39780,,,-38190,200,,,0,,0,0,0,0,
FEMAREX IMPEX SRL,5609234,4711,"Municipiul Oradea, STR. BARCAULUI, Nr. 68/A, Județ Bihor",2019,1399,191,,,191,,39780,,,-38190,200,,,0,,0,0,0,0,
R & V WALTER COMIMPEX SRL,2398965,4711,"Municipiul Oradea, STR. TRANSILVANIEI, Nr. 33, Bloc B 58, Apartament 17, Județ Bihor",2018,,152,121,,31,,3,,,149,200,,,0,,0,0,0,0,
